Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Ventas_Clase,Nota PEGI,User Score,User Ratings Count,Estado_Consola,Price,Price_Platform,Year_Consola,Play Time,Modo Juego,Años_desde_lanzamiento_consola,Precio_relativo,PEGI_categoria,Duracion_juego_cat,Nombre_Base,Es_Saga,Tipo_Saga,Situacion_Economica
Mobile Suit Gundam: Encounters in Space,PlayStation 2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72,Alta,16,7.8,13,Consola Obsoleta,49.99,399.0,2000,8.617886178861788,Individual,3,0.12528822055137845,Adulto,Medio,mobile suit gundam encounters in space,0,No saga,Crecimiento
Catherine,PlayStation 3,2011,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72,Alta,18,8.2,530,Consola Obsoleta,59.99,599.0,2006,17.146198830409357,Individual,5,0.10015025041736228,Adulto,Medio,catherine,1,Saga,Crecimiento
Fear Effect,PlayStation,1998,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72,Alta,16,7.740625,96,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,4,0.16719063545150503,Adulto,Medio,fear effect,0,No saga,Crecimiento
FIFA Soccer 11,Nintendo DS,2010,Sports,Electronic Arts,0.13,0.5,0.0,0.09,0.72,Alta,3,7.5,175,Consola Obsoleta,39.99,149.0,2004,2.0,Multijugador,6,0.26838926174496647,Infantil,Corto,fifa soccer,1,Saga,Crecimiento
Crysis,PC,2007,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,Alta,18,8.1,2360,Consola Activa,49.99,230.0,1980,6.828877005347594,Multijugador,27,0.21734782608695652,Adulto,Medio,crysis,1,Saga,Crecimiento
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,0.71,Alta,18,8.3,525,Consola Activa,49.99,230.0,1980,6.828877005347594,Multijugador,30,0.21734782608695652,Adulto,Medio,battlefield bad company,1,Saga,Crecimiento
The Lord of the Rings: The Two Towers,Xbox,2002,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71,Alta,16,8.0,110,Consola Obsoleta,59.99,299.0,2001,11.369853454291695,Multijugador,1,0.20063545150501672,Adulto,Medio,the lord of the rings the two towers,1,Saga,Crecimiento
Madden NFL 2003,Xbox,2002,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71,Alta,3,7.1,46,Consola Obsoleta,59.99,299.0,2001,1.2902584493041749,Multijugador,1,0.20063545150501672,Infantil,Corto,madden nfl,1,Saga,Crecimiento
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Nintendo Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71,Alta,16,5.8,23,Consola Obsoleta,49.99,249.0,2006,40.0,Individual,1,0.20076305220883536,Adulto,Largo,dragon quest swords the masked queen and the tower of mirrors,0,No saga,Crecimiento
MLB 13: The Show,PlayStation 3,2013,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,Alta,3,8.0,119,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,7,0.10015025041736228,Infantil,Corto,mlb the show,1,Saga,Crecimiento
Omerta: City of Gangsters,Xbox 360,2011,Simulation,Konami Digital Entertainment,0.42,0.23,0.0,0.06,0.71,Alta,16,4.9,221,Consola Obsoleta,59.99,299.0,2005,8.617886178861788,Individual,6,0.20063545150501672,Adulto,Medio,omerta city of gangsters,1,Saga,Crecimiento
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PlayStation 4,2015,Action,Square Enix,0.16,0.13,0.37,0.06,0.71,Alta,18,7.371428571428571,272,Consola Activa,69.99,399.0,2013,11.369853454291695,Multijugador,2,0.17541353383458647,Adulto,Medio,dragon quest heroes the worlds tree woe and the blight below,1,Saga,Crecimiento
Virtua Fighter 4: Evolution,PlayStation 2,2003,Fighting,Sega,0.35,0.27,0.0,0.09,0.71,Alta,16,8.3,44,Consola Obsoleta,49.99,399.0,2000,2.925531914893617,Multijugador,3,0.12528822055137845,Adulto,Corto,virtua fighter evolution,0,No saga,Crecimiento
Top Spin 4,PlayStation 3,2011,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71,Alta,3,8.3,89,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,5,0.10015025041736228,Infantil,Corto,top spin,1,Saga,Crecimiento
Resident Evil: Survivor,PlayStation,2000,Action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71,Alta,18,6.2,96,Consola Obsoleta,49.99,299.0,1994,11.369853454291695,Multijugador,6,0.16719063545150503,Adulto,Medio,resident evil survivor,0,No saga,Crecimiento
Dynasty Warriors 6,PlayStation 3,2007,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71,Alta,16,7.0,18,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,1,0.10015025041736228,Adulto,Medio,dynasty warriors,1,Saga,Crecimiento
Super Trucks Racing,PlayStation 2,2002,Racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71,Alta,3,6.993069306930693,16,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,2,0.12528822055137845,Infantil,Medio,super trucks racing,0,No saga,Crecimiento
Persona Q: Shadow of the Labyrinth,Nintendo 3DS,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71,Alta,18,5.8,431,Consola Secundaria,39.99,250.0,2011,32.212765957446805,Individual,3,0.15996000000000002,Adulto,Largo,persona q shadow of the labyrinth,0,No saga,Crecimiento
Madden NFL 08,PlayStation Portable,2007,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71,Alta,3,8.2,61,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,3,0.1606024096385542,Infantil,Corto,madden nfl,1,Saga,Crecimiento
Godzilla: Destroy All Monsters Melee,GameCube,2002,Fighting,Atari,0.55,0.14,0.0,0.02,0.71,Alta,16,7.0,23,Consola Obsoleta,49.99,199.0,2001,2.925531914893617,Multijugador,1,0.25120603015075377,Adulto,Corto,godzilla destroy all monsters melee,0,No saga,Crecimiento
Jeremy McGrath Supercross 2000,PlayStation,2000,Racing,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71,Alta,3,7.1071428571428585,18,Consola Obsoleta,49.99,299.0,1994,5.527093596059113,Multijugador,6,0.16719063545150503,Infantil,Medio,jeremy mcgrath supercross,1,Saga,Crecimiento
Conker: Live And Reloaded,Xbox,2005,Adventure,Microsoft Game Studios,0.49,0.2,0.0,0.02,0.71,Alta,18,7.447368421052632,26,Consola Obsoleta,59.99,299.0,2001,17.146198830409357,Individual,4,0.20063545150501672,Adulto,Medio,conker live and reloaded,0,No saga,Crecimiento
Silent Hill 3,PlayStation 2,2003,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71,Alta,18,8.6,672,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,3,0.12528822055137845,Adulto,Medio,silent hill,1,Saga,Crecimiento
Madden NFL 09,PlayStation Portable,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71,Alta,3,6.0,30,Consola Obsoleta,39.99,249.0,2004,1.2902584493041749,Multijugador,4,0.1606024096385542,Infantil,Corto,madden nfl,1,Saga,Recesion
Final Fantasy X/X-2 HD Remaster,PlayStation 4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71,Alta,16,7.061764705882354,464,Consola Activa,69.99,399.0,2013,50.0,Individual,2,0.17541353383458647,Adulto,Largo,final fantasy,1,Saga,Crecimiento
Yu-Gi-Oh! The Falsebound Kingdom,GameCube,2002,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71,Alta,3,7.2,24,Consola Obsoleta,49.99,199.0,2001,23.675675675675677,Multijugador,1,0.25120603015075377,Infantil,Largo,yu gi oh the falsebound kingdom,0,No saga,Crecimiento
LEGO Rock Band,Nintendo Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71,Alta,12,7.9,16,Consola Obsoleta,49.99,249.0,2006,2.0,Multijugador,3,0.20076305220883536,Adolescente,Corto,lego rock band,1,Saga,Recesion
MLB 10: The Show,PlayStation 3,2010,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71,Alta,3,6.2,59,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,4,0.10015025041736228,Infantil,Corto,mlb the show,1,Saga,Crecimiento
Spyro: Enter the Dragonfly,GameCube,2002,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71,Alta,3,4.7,117,Consola Obsoleta,49.99,199.0,2001,6.502242152466367,Individual,1,0.25120603015075377,Infantil,Medio,spyro enter the dragonfly,1,Saga,Crecimiento
Scooby-Doo 2: Monsters Unleashed,Game Boy Advance,2004,Action,THQ,0.51,0.19,0.0,0.01,0.71,Alta,3,7.0982758620689665,18,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,3,0.33325,Infantil,Medio,scooby doo monsters unleashed,0,No saga,Crecimiento
Power Rangers: Dino Thunder,PlayStation 2,2004,Action,THQ,0.35,0.27,0.0,0.09,0.71,Alta,16,7.48394495412844,27,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,4,0.12528822055137845,Adulto,Medio,power rangers dino thunder,1,Saga,Crecimiento
Rhythm Heaven: The Best+,Nintendo 3DS,2015,Misc,Nintendo,0.0,0.0,0.71,0.0,0.71,Alta,12,7.3,53,Consola Secundaria,39.99,250.0,2011,2.6051502145922747,Multijugador,4,0.15996000000000002,Adolescente,Corto,rhythm heaven the best,0,No saga,Crecimiento
LEGO Racers,Nintendo 64,1999,Racing,LEGO Media,0.51,0.18,0.0,0.01,0.71,Alta,3,7.8909090909090915,26,Consola Obsoleta,59.99,210.0,1996,5.527093596059113,Multijugador,3,0.2856666666666667,Infantil,Medio,lego racers,1,Saga,Crecimiento
WWF Attitude,Nintendo 64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71,Alta,16,7.5,44,Consola Obsoleta,59.99,210.0,1996,2.925531914893617,Multijugador,3,0.2856666666666667,Adulto,Corto,wwf attitude,1,Saga,Crecimiento
Blast Corps,Nintendo 64,1997,Action,Nintendo,0.39,0.09,0.17,0.06,0.71,Alta,3,8.4,56,Consola Obsoleta,59.99,210.0,1996,11.369853454291695,Multijugador,1,0.2856666666666667,Infantil,Medio,blast corps,0,No saga,Crecimiento
LEGO Harry Potter: Years 1-4,PlayStation Portable,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71,Alta,12,7.4,93,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,6,0.1606024096385542,Adolescente,Medio,lego harry potter years,1,Saga,Crecimiento
Tactics Ogre: Let Us Cling Together,Super Nintendo Entertainment System,1995,Role-Playing,Quest,0.0,0.0,0.71,0.0,0.71,Alta,16,8.4,159,Consola Obsoleta,59.99,299.0,1990,32.212765957446805,Individual,5,0.20063545150501672,Adulto,Largo,tactics ogre let us cling together,1,Saga,Crecimiento
"WarioWare, Inc.: Mega Party Game$",GameCube,2003,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71,Alta,3,7.666666666666667,14,Consola Obsoleta,49.99,199.0,2001,8.777049180327868,Individual,2,0.25120603015075377,Infantil,Medio,warioware inc mega party game,0,No saga,Crecimiento
Football Manager 2014,PC,2013,Sports,Sega,0.0,0.6,0.0,0.1,0.71,Alta,3,5.7,301,Consola Activa,49.99,230.0,1980,1.2902584493041749,Multijugador,33,0.21734782608695652,Infantil,Corto,football manager,1,Saga,Crecimiento
Battle Arena Toshinden 2,PlayStation,1995,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71,Alta,16,7.016666666666667,36,Consola Obsoleta,49.99,299.0,1994,2.925531914893617,Multijugador,1,0.16719063545150503,Adulto,Corto,battle arena toshinden,1,Saga,Crecimiento
WWE SmackDown vs. Raw 2011,PlayStation Portable,2010,Fighting,THQ,0.22,0.31,0.0,0.17,0.71,Alta,16,7.7,67,Consola Obsoleta,39.99,249.0,2004,2.925531914893617,Multijugador,6,0.1606024096385542,Adulto,Corto,wwe smackdown vs raw,1,Saga,Crecimiento
Jeopardy!,PlayStation,1997,Misc,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71,Alta,3,7.15,22,Consola Obsoleta,49.99,299.0,1994,2.6051502145922747,Multijugador,3,0.16719063545150503,Infantil,Corto,jeopardy,1,Saga,Crecimiento
South Park,PlayStation,1998,Shooter,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71,Alta,16,7.655555555555556,89,Consola Obsoleta,49.99,299.0,1994,6.828877005347594,Multijugador,4,0.16719063545150503,Adulto,Medio,south park,1,Saga,Crecimiento
Metal Gear Solid V: The Phantom Pain,Xbox One,2015,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71,Alta,18,8.2,6564,Consola Activa,69.99,499.0,2013,15.0,Multijugador,2,0.14026052104208417,Adulto,Medio,metal gear solid the phantom pain,1,Saga,Crecimiento
Two Worlds,Xbox 360,2007,Role-Playing,SouthPeak Games,0.41,0.23,0.0,0.07,0.71,Alta,18,4.7,72,Consola Obsoleta,59.99,299.0,2005,32.212765957446805,Individual,2,0.20063545150501672,Adulto,Largo,two worlds,1,Saga,Crecimiento
Doom 3: Resurrection of Evil,Xbox,2005,Shooter,Activision,0.53,0.15,0.0,0.03,0.71,Alta,18,7.8,172,Consola Obsoleta,59.99,299.0,2001,6.828877005347594,Multijugador,4,0.20063545150501672,Adulto,Medio,doom resurrection of evil,0,No saga,Crecimiento
NCAA Football 09,Xbox 360,2008,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71,Alta,3,6.4336,27,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,3,0.20063545150501672,Infantil,Corto,ncaa football,1,Saga,Recesion
NBA Live 09,Xbox 360,2008,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71,Alta,3,6.0,27,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,3,0.20063545150501672,Infantil,Corto,nba live,1,Saga,Recesion
Ratchet & Clank: Into the Nexus,PlayStation 3,2013,Shooter,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71,Alta,12,8.1,357,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,7,0.10015025041736228,Adolescente,Medio,ratchet clank into the nexus,0,No saga,Crecimiento
Spider-Man 2,PlayStation Portable,2005,Action,Activision,0.35,0.21,0.0,0.14,0.71,Alta,16,8.0,54,Consola Obsoleta,39.99,249.0,2004,11.369853454291695,Multijugador,1,0.1606024096385542,Adulto,Medio,spider man,1,Saga,Crecimiento
2014 FIFA World Cup Brazil,PlayStation 3,2014,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71,Alta,3,4.9,106,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,8,0.10015025041736228,Infantil,Corto,fifa world cup brazil,1,Saga,Crecimiento
London 2012: The Official Video Game of the Olympic Games,PlayStation 3,2012,Sports,Sega,0.06,0.5,0.0,0.15,0.7,Alta,3,6.4672268907563035,40,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,6,0.10015025041736228,Infantil,Corto,london the official video game of the olympic games,1,Saga,Crecimiento
NHL 12,Xbox 360,2011,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.7,Alta,12,7.1,76,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,6,0.20063545150501672,Adolescente,Corto,nhl,1,Saga,Crecimiento
Tony Hawk's Underground,GameCube,2003,Sports,Activision,0.54,0.14,0.0,0.02,0.7,Alta,16,8.7,144,Consola Obsoleta,49.99,199.0,2001,1.2902584493041749,Multijugador,2,0.25120603015075377,Adulto,Corto,tony hawks underground,1,Saga,Crecimiento
Infinite Undiscovery,Xbox 360,2008,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,Alta,16,7.4,52,Consola Obsoleta,59.99,299.0,2005,32.212765957446805,Individual,3,0.20063545150501672,Adulto,Largo,infinite undiscovery,0,No saga,Recesion
Super Bomberman 3,Super Nintendo Entertainment System,1994,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7,Alta,3,7.098562160023079,27,Consola Obsoleta,59.99,299.0,1990,8.777049180327868,Individual,4,0.20063545150501672,Infantil,Medio,super bomberman,1,Saga,Crecimiento
Command & Conquer: Red Alert Retaliation,PlayStation,1998,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05,0.7,Alta,16,8.525,72,Consola Obsoleta,49.99,299.0,1994,23.675675675675677,Multijugador,4,0.16719063545150503,Adulto,Largo,command conquer red alert retaliation,0,No saga,Crecimiento
The Sims 2: Apartment Pets,Nintendo DS,2008,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7,Alta,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,4,0.26838926174496647,Infantil,Corto,the sims apartment pets,0,No saga,Recesion
Star Wars: Obi-Wan,Xbox,2001,Action,Activision,0.52,0.16,0.0,0.02,0.7,Alta,16,5.5,18,Consola Obsoleta,59.99,299.0,2001,11.369853454291695,Multijugador,0,0.20063545150501672,Adulto,Medio,star wars obi wan,0,No saga,Recesion
NCAA Football 08,Xbox 360,2007,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7,Alta,3,8.3,7,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,2,0.20063545150501672,Infantil,Corto,ncaa football,1,Saga,Crecimiento
Kill.Switch,PlayStation 2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7,Alta,18,7.382474226804122,21,Consola Obsoleta,49.99,399.0,2000,6.828877005347594,Multijugador,3,0.12528822055137845,Adulto,Medio,killswitch,1,Saga,Crecimiento
Lalaloopsy,Nintendo DS,2011,Simulation,Activision,0.54,0.1,0.0,0.06,0.7,Alta,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,7,0.26838926174496647,Infantil,Corto,lalaloopsy,0,No saga,Crecimiento
Madden NFL 2005,GameCube,2004,Sports,Electronic Arts,0.54,0.14,0.0,0.02,0.7,Alta,3,6.9,13,Consola Obsoleta,49.99,199.0,2001,1.2902584493041749,Multijugador,3,0.25120603015075377,Infantil,Corto,madden nfl,1,Saga,Crecimiento
F-14 Tomcat,Game Boy Advance,2001,Action,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7,Alta,3,7.5,18,Consola Obsoleta,39.99,120.0,2001,11.369853454291695,Multijugador,0,0.33325,Infantil,Medio,f tomcat,0,No saga,Recesion
SplashDown,PlayStation 2,2001,Racing,Atari,0.34,0.27,0.0,0.09,0.7,Alta,3,7.5,6,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,1,0.12528822055137845,Infantil,Medio,splashdown,1,Saga,Recesion
NCAA Football 98,PlayStation,1997,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.7,Alta,3,6.918750000000001,17,Consola Obsoleta,49.99,299.0,1994,1.2902584493041749,Multijugador,3,0.16719063545150503,Infantil,Corto,ncaa football,1,Saga,Crecimiento
Jade Empire,Xbox,2005,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7,Alta,18,8.3,94,Consola Obsoleta,59.99,299.0,2001,32.212765957446805,Individual,4,0.20063545150501672,Adulto,Largo,jade empire,0,No saga,Crecimiento
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PlayStation 3,2009,Shooter,Activision,0.28,0.3,0.0,0.12,0.7,Alta,18,6.703278688524589,150,Consola Obsoleta,59.99,599.0,2006,6.828877005347594,Multijugador,3,0.10015025041736228,Adulto,Medio,transformers revenge of the fallen,1,Saga,Recesion
The Sims 3,Nintendo DS,2010,Simulation,Electronic Arts,0.39,0.25,0.0,0.06,0.7,Alta,16,7.8,1152,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,6,0.26838926174496647,Adulto,Corto,the sims,1,Saga,Crecimiento
Skylanders: Trap Team,Nintendo Wii U,2014,Action,Activision,0.39,0.25,0.0,0.06,0.7,Alta,12,7.15,206,Consola Obsoleta,59.99,299.0,2012,15.0,Multijugador,2,0.20063545150501672,Adolescente,Medio,skylanders trap team,1,Saga,Crecimiento
Prince of Persia: The Forgotten Sands,PlayStation 3,2010,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7,Alta,16,7.6,99,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,4,0.10015025041736228,Adulto,Medio,prince of persia the forgotten sands,1,Saga,Crecimiento
Chocobo's Dungeon 2,PlayStation,1998,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7,Alta,16,7.9225806451612915,164,Consola Obsoleta,49.99,299.0,1994,32.212765957446805,Individual,4,0.16719063545150503,Adulto,Largo,chocobos dungeon,0,No saga,Crecimiento
Advance Wars,Game Boy Advance,2001,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,Alta,3,8.7,147,Consola Obsoleta,39.99,120.0,2001,23.675675675675677,Multijugador,0,0.33325,Infantil,Largo,advance wars,0,No saga,Recesion
Hannah Montana: The Movie,Nintendo DS,2009,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7,Alta,16,7.254838709677419,25,Consola Obsoleta,39.99,149.0,2004,15.0,Individual,5,0.26838926174496647,Adulto,Medio,hannah montana the movie,1,Saga,Recesion
World of Zoo,Nintendo DS,2009,Simulation,THQ,0.43,0.2,0.0,0.06,0.7,Alta,3,7.0346153846153845,14,Consola Obsoleta,39.99,149.0,2004,5.0,Individual,5,0.26838926174496647,Infantil,Corto,world of zoo,1,Saga,Recesion
Ape Escape: On the Loose,PlayStation Portable,2005,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,Alta,3,7.1,14,Consola Obsoleta,39.99,249.0,2004,6.502242152466367,Individual,1,0.1606024096385542,Infantil,Medio,ape escape on the loose,0,No saga,Crecimiento
NASCAR 2001,PlayStation 2,2000,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,Alta,3,4.4,5,Consola Obsoleta,49.99,399.0,2000,5.527093596059113,Multijugador,0,0.12528822055137845,Infantil,Medio,nascar,1,Saga,Crecimiento
IL-2 Sturmovik: Birds of Prey,PlayStation 3,2009,Simulation,505 Games,0.34,0.26,0.0,0.1,0.7,Alta,16,7.2,11,Consola Obsoleta,59.99,599.0,2006,8.617886178861788,Individual,3,0.10015025041736228,Adulto,Medio,il sturmovik birds of prey,1,Saga,Recesion
Book of Spells,PlayStation 3,2012,Action,Sony Computer Entertainment,0.13,0.4,0.0,0.16,0.7,Alta,18,7.0995815899581585,115,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,6,0.10015025041736228,Adulto,Medio,book of spells,0,No saga,Crecimiento
NCAA Football 2001,PlayStation,2000,Sports,Electronic Arts,0.39,0.26,0.0,0.05,0.7,Alta,3,6.918750000000001,17,Consola Obsoleta,49.99,299.0,1994,1.2902584493041749,Multijugador,6,0.16719063545150503,Infantil,Corto,ncaa football,1,Saga,Crecimiento
Mafia,PlayStation 2,2004,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7,Alta,18,8.6,117,Consola Obsoleta,49.99,399.0,2000,15.0,Multijugador,4,0.12528822055137845,Adulto,Medio,mafia,1,Saga,Crecimiento
Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,2000,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7,Alta,16,8.4,8,Consola Obsoleta,49.99,399.0,2000,8.617886178861788,Individual,0,0.12528822055137845,Adulto,Medio,mobile suit gundam journey to jaburo,0,No saga,Crecimiento
Metal Gear Solid V: The Phantom Pain,PlayStation 3,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7,Alta,18,8.2,6564,Consola Obsoleta,59.99,599.0,2006,12.0,Multijugador,9,0.10015025041736228,Adulto,Medio,metal gear solid the phantom pain,1,Saga,Crecimiento
TimeSplitters 2,PlayStation 2,2002,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7,Alta,16,8.7,155,Consola Obsoleta,49.99,399.0,2000,6.828877005347594,Multijugador,2,0.12528822055137845,Adulto,Medio,timesplitters,1,Saga,Crecimiento
MotionSports,Xbox 360,2010,Sports,Ubisoft,0.38,0.26,0.0,0.06,0.7,Alta,16,4.0,10,Consola Obsoleta,59.99,299.0,2005,1.2902584493041749,Multijugador,5,0.20063545150501672,Adulto,Corto,motionsports,0,No saga,Crecimiento
MLB 08: The Show,PlayStation 3,2008,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7,Alta,3,4.3,20,Consola Obsoleta,59.99,599.0,2006,1.2902584493041749,Multijugador,2,0.10015025041736228,Infantil,Corto,mlb the show,1,Saga,Recesion
Classic NES Series: Zelda II: The Adventure of Link,Game Boy Advance,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,Alta,16,6.814285714285715,10,Consola Obsoleta,39.99,120.0,2001,17.146198830409357,Individual,3,0.33325,Adulto,Medio,classic nes series zelda the adventure of link,0,No saga,Crecimiento
Fire Emblem: Monsh? no Nazo,Super Nintendo Entertainment System,1994,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7,Alta,16,8.081818181818182,52,Consola Obsoleta,59.99,299.0,1990,32.212765957446805,Individual,4,0.20063545150501672,Adulto,Largo,fire emblem monsh no nazo,0,No saga,Crecimiento
