Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms Info
Senran Kagura Shinovi Versus,10/14/2014,Tamsoft,XSEED Games,Action,Rated M For Mature,7.9,142,"[{'Platform': 'PlayStation Vita', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Twin Sector,12/5/2009,DNS Development,Headup Games,Linear Action Adventure,Rated E +10 For Everyone +10,4.8,24,"[{'Platform': 'PC', 'Platform Metascore': '49', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Dark Souls II: Crown of the Old Iron King,8/26/2014,From Software,Namco Bandai Games,Action RPG,,7.4,131,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
Kirby's Extra Epic Yarn,3/8/2019,Good-Feel,Nintendo,2D Platformer,Rated E For Everyone,6.8,52,"[{'Platform': '3DS', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 46 Critic Reviews'}]"
Atelier Rorona: The Alchemist of Arland,9/28/2010,Gust,NIS America,JRPG,Rated T For Teen,7.6,64,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 25 Critic Reviews'}]"
SNK vs. Capcom: Card Fighters' Clash,1/12/2022,SNK,SNK,Card Battle,Rated E For Everyone,5.3,8,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Need for Speed: Rivals,11/15/2013,Ghost Games,Electronic Arts,Auto Racing Sim,Rated E +10 For Everyone +10,6.2,936,"[{'Platform': 'Xbox 360', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 53 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Dance Central (2010),11/4/2010,Harmonix Music Systems,MTV Games,Dancing,Rated T For Teen,8,84,"[{'Platform': 'Xbox 360', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 63 Critic Reviews'}]"
Pokemon Ultra Sun,11/17/2017,Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,7.7,1132,"[{'Platform': '3DS', 'Platform Metascore': '84', 'Platform Metascore Count': 'Based on 62 Critic Reviews'}]"
Mario Kart 8 Deluxe: Booster Course Pass - Wave 4,3/9/2023,Nintendo,Nintendo,Auto Racing,,7.8,43,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Shaun White Snowboarding: World Stage,11/8/2009,Ubisoft,Ubisoft,Skiing,Rated E For Everyone,5.9,10,"[{'Platform': 'Wii', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 33 Critic Reviews'}]"
Batman: Vengeance,10/23/2001,Ubisoft,Ubisoft,Action Adventure,Rated T For Teen,6.9,10,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}, {'Platform': 'Game Boy Advance', 'Platform Metascore': '68', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '57', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
ColorZ,9/7/2009,Exkee,Exkee,Vertical Shoot-'Em-Up,Rated E For Everyone,,,"[{'Platform': 'Wii', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Borderlands: The Secret Armory of General Knoxx,2/23/2010,Gearbox Software,2K Games,FPS,Rated M For Mature,7.6,54,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '86', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 25 Critic Reviews'}]"
The Legend of Heroes: Trails of Cold Steel II,9/6/2016,Falcom,XSEED Games,JRPG,Rated T For Teen,8.2,84,"[{'Platform': 'PlayStation Vita', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 27 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '90', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}]"
Taito Legends Power-Up,5/17/2007,Empire Oxford,Destineer,Compilation,Rated E For Everyone,,,"[{'Platform': 'PSP', 'Platform Metascore': '41', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Pet Alien: An Intergalactic Puzzlepalooza,8/28/2007,Shin'en,The Game Factory,3D Platformer,Rated E For Everyone,,,"[{'Platform': 'DS', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Akiba's Beat,5/16/2017,Acquire,XSEED Games,Action RPG,Rated T For Teen,6.8,41,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '55', 'Platform Metascore Count': 'Based on 33 Critic Reviews'}, {'Platform': 'PlayStation Vita', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Milkmaid of the Milky Way,1/4/2017,machineboy,machineboy,Point-and-Click,,6.9,9,"[{'Platform': 'PC', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
DreamWorks Madagascar: Escape 2 Africa,11/4/2008,Toys for Bob,Activision,Action Adventure,Rated E +10 For Everyone +10,8,8,"[{'Platform': 'DS', 'Platform Metascore': '55', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '56', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
Dungeon Travelers 2: The Royal Library & the Monster Seal,8/18/2015,Aqua Plus,Atlus,Western RPG,Rated M For Mature,8.5,48,"[{'Platform': 'PlayStation Vita', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 19 Critic Reviews'}]"
Spectrobes: Beyond the Portals,10/7/2008,Jupiter Corporation,Disney Interactive Studios,Action RPG,Rated E +10 For Everyone +10,7.4,21,"[{'Platform': 'DS', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}]"
Raid Leader,2/9/2012,Crescent Moon Games,Crescent Moon Games,Real-Time Strategy,,,,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Foretales,9/15/2022,Alkemi Games,Dear Villagers,Card Battle,,7.4,5,"[{'Platform': 'PC', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
Dominions 3: The Awakening,9/29/2006,Illwinter Design Group,Shrapnel Games,Turn-Based Strategy,,6.9,28,"[{'Platform': 'PC', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}]"
MySims Party,3/10/2009,EA Games,EA Games,Virtual Life,Rated E For Everyone,,,"[{'Platform': 'Wii', 'Platform Metascore': '56', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Destiny 2: Beyond Light,11/10/2020,Bungie,Bungie,FPS,,4.2,148,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 26 Critic Reviews'}, {'Platform': 'Xbox Series X', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'PlayStation 5', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 5 Critic Reviews'}]"
Afro Samurai,1/27/2009,Namco Bandai Games,Namco Bandai Games,3D Beat-'Em-Up,Rated M For Mature,5.5,42,"[{'Platform': 'Xbox 360', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 70 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 52 Critic Reviews'}]"
PixelJunk Racers,9/13/2007,Q-Games,SCEA,Auto Racing,Rated E For Everyone,,,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '62', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
Republique Remastered,3/22/2016,"Camouflaj, LLC",GungHo,Linear Action Adventure,Rated M For Mature,5.9,43,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 35 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}]"
Gyrostarr,6/23/2008,High Voltage Software,High Voltage Software,Top-Down Shoot-'Em-Up,Rated E For Everyone,7.2,6,"[{'Platform': 'Wii', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
FreeStyle Street Basketball,5/15/2007,JC Entertainment,Sierra Online,Basketball,Rated E For Everyone,5.5,,"[{'Platform': 'PC', 'Platform Metascore': '69', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Grand Prix 3,8/24/2000,Hasbro Interactive,Hasbro Interactive,Auto Racing Sim,Rated E For Everyone,7.1,27,"[{'Platform': 'PC', 'Platform Metascore': '87', 'Platform Metascore Count': 'Based on 12 Critic Reviews'}]"
EverQuest: Gates of Discord,2/9/2004,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Rated T For Teen,7.5,6,"[{'Platform': 'PC', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Pokemon Scarlet / Pokemon Violet: The Hidden Treasure of Area Zero - Part 2: The Indigo Disk,12/14/2023,Game Freak,The Pokemon Company,Trainer RPG,Rated E For Everyone,4.3,67,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '70', 'Platform Metascore Count': 'Based on 25 Critic Reviews'}]"
Tomb Raider: Legend,4/11/2006,Crystal Dynamics,Eidos Interactive,Linear Action Adventure,Rated T For Teen,7.9,107,"[{'Platform': 'Game Boy Advance', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 43 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '67', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 40 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 54 Critic Reviews'}]"
Animal Crossing: New Horizons,3/20/2020,Nintendo,Nintendo,Virtual Life,Rated E For Everyone,5.7,6761,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '90', 'Platform Metascore Count': 'Based on 122 Critic Reviews'}]"
Tribes: Vengeance,10/12/2004,Irrational Games,VU Games,FPS,Rated T For Teen,8,36,"[{'Platform': 'PC', 'Platform Metascore': '83', 'Platform Metascore Count': 'Based on 44 Critic Reviews'}]"
Xeodrifter,12/11/2014,Renegade Kid,Renegade Kid,2D Platformer,Rated E For Everyone,6.8,20,"[{'Platform': '3DS', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 17 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'Wii U', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'PlayStation Vita', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
PixelJunk 4am,5/15/2012,Q-Games,SCEA,Application,Rated E For Everyone,8,8,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '63', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Galactic Civilizations III: Mercenaries,2/18/2016,Stardock,Stardock,4X Strategy,,5.7,6,"[{'Platform': 'PC', 'Platform Metascore': '66', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Sam & Max Episode 202: Moai Better Blues,1/10/2008,Telltale Games,Telltale Games,Point-and-Click,Rated T For Teen,7,14,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 1 Critic Review'}, {'Platform': 'PC', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 30 Critic Reviews'}]"
Bite the Bullet,8/14/2020,Mega Cat Studios,Graffiti Games,2D Platformer,Rated T For Teen,,,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PlayStation 4', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
RiME,5/26/2017,Tequila Works,Tequila Works,Third-Person Adventure,Rated E +10 For Everyone +10,7.8,353,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 66 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 22 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 23 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '82', 'Platform Metascore Count': 'Based on 18 Critic Reviews'}]"
Ninja Gaiden 3,3/20/2012,Team Ninja,Tecmo Koei Games,Action Adventure,Rated M For Mature,5.1,174,"[{'Platform': 'PlayStation 3', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 43 Critic Reviews'}, {'Platform': 'Xbox 360', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 39 Critic Reviews'}]"
Major League Eating: The Game,7/14/2008,Sensory Sweep,Mastiff,Action,Rated E +10 For Everyone +10,,,"[{'Platform': 'Wii', 'Platform Metascore': '45', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}]"
Madden NFL 08,8/14/2007,EA Tiburon,EA Sports,Football Sim,Rated E For Everyone,8.2,61,"[{'Platform': 'Xbox 360', 'Platform Metascore': '85', 'Platform Metascore Count': 'Based on 46 Critic Reviews'}, {'Platform': 'Wii', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 29 Critic Reviews'}, {'Platform': 'PSP', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 10 Critic Reviews'}, {'Platform': 'PlayStation 3', 'Platform Metascore': '81', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}, {'Platform': 'DS', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'Xbox', 'Platform Metascore': '76', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
Darksiders Genesis,12/5/2019,Airship Syndicate Entertainment,THQ Nordic,Action RPG,Rated T For Teen,7.8,321,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 28 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 74 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 16 Critic Reviews'}]"
Sly 2: Band of Thieves,9/14/2004,Sucker Punch,SCEA,3D Platformer,Rated E For Everyone,9,367,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '88', 'Platform Metascore Count': 'Based on 64 Critic Reviews'}]"
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,11/8/2019,h.a.n.d. Inc.,Level 5,Puzzle,Rated E +10 For Everyone +10,6.9,56,"[{'Platform': 'Nintendo Switch', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 38 Critic Reviews'}]"
Pirates of Black Cove,8/2/2011,Nitro Games,Paradox Interactive,Strategy,Rated T For Teen,5.8,33,"[{'Platform': 'PC', 'Platform Metascore': '56', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}]"
Command & Conquer: Red Alert,11/22/1996,Westwood Studios,Westwood Studios,Command RTS,Rated T For Teen,8.7,425,"[{'Platform': 'PC', 'Platform Metascore': '90', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '72', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}]"
Hexologic,6/11/2018,MythicOwl,MythicOwl,Puzzle,Rated E For Everyone,6.8,11,"[{'Platform': 'PC', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
World War III: Black Gold,10/16/2001,Reality Pump,JoWooD Entertainment AG,Real-Time Strategy,Rated T For Teen,5.5,12,"[{'Platform': 'PC', 'Platform Metascore': '71', 'Platform Metascore Count': 'Based on 14 Critic Reviews'}]"
Transpose,11/6/2018,Secret Location,Secret Location,First-Person Adventure,,,,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '80', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '79', 'Platform Metascore Count': 'Based on 6 Critic Reviews'}]"
Chroma Squad,4/30/2015,Behold Studios,Behold Studios,Turn-Based Tactics,,7.7,123,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '74', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '75', 'Platform Metascore Count': 'Based on 21 Critic Reviews'}, {'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 4 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}, {'Platform': 'Nintendo Switch', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 2 Critic Reviews'}]"
Mitsurugi Kamui Hikae,2/16/2016,Zenith Blue,Playism,3D Beat-'Em-Up,Rated T For Teen,3.9,12,"[{'Platform': 'PlayStation 4', 'Platform Metascore': '58', 'Platform Metascore Count': 'Based on 8 Critic Reviews'}, {'Platform': 'Xbox One', 'Platform Metascore': 'tbd', 'Platform Metascore Count': 'Based on 3 Critic Reviews'}]"
Forspoken,1/24/2023,Luminous Productions,Square Enix,Action RPG,Rated M For Mature,3.9,1622,"[{'Platform': 'PlayStation 5', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 131 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '59', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
Samurai Shodown: Special Edition,3/16/2021,SNK Corporation,SNK Corporation,2D Fighting,Rated M For Mature,6.5,,"[{'Platform': 'Xbox Series X', 'Platform Metascore': '77', 'Platform Metascore Count': 'Based on 11 Critic Reviews'}]"
Cooking Mama 3: Shop & Chop,10/20/2009,Office Create,Majesco,Virtual Career,Rated E For Everyone,7.5,11,"[{'Platform': 'DS', 'Platform Metascore': '65', 'Platform Metascore Count': 'Based on 20 Critic Reviews'}]"
The Saga of Ryzom,9/20/2004,Nevrax,Tri Synergy,MMORPG,Rated T For Teen,7,11,"[{'Platform': 'PC', 'Platform Metascore': '64', 'Platform Metascore Count': 'Based on 15 Critic Reviews'}]"
Drakan: The Ancients' Gates,1/28/2002,Surreal Software,SCEA,Action Adventure,Rated M For Mature,8.2,31,"[{'Platform': 'PlayStation 2', 'Platform Metascore': '78', 'Platform Metascore Count': 'Based on 31 Critic Reviews'}]"
Catwoman (2004),7/20/2004,Argonaut Games,EA Games,Action Adventure,Rated T For Teen,6.1,7,"[{'Platform': 'Xbox', 'Platform Metascore': '45', 'Platform Metascore Count': 'Based on 33 Critic Reviews'}, {'Platform': 'PlayStation 2', 'Platform Metascore': '46', 'Platform Metascore Count': 'Based on 35 Critic Reviews'}, {'Platform': 'GameCube', 'Platform Metascore': '47', 'Platform Metascore Count': 'Based on 24 Critic Reviews'}, {'Platform': 'Game Boy Advance', 'Platform Metascore': '61', 'Platform Metascore Count': 'Based on 7 Critic Reviews'}, {'Platform': 'PC', 'Platform Metascore': '46', 'Platform Metascore Count': 'Based on 13 Critic Reviews'}]"
Bubble Witch Saga 2,6/4/2014,King.com,King.com,Matching Puzzle,,2.9,22,"[{'Platform': 'iOS (iPhone/iPad)', 'Platform Metascore': '73', 'Platform Metascore Count': 'Based on 9 Critic Reviews'}]"
